26439,storeuid,S,macair,0.005314,0.365353,0
26581,Google Chrome He,S,macair,0.137404,1.030636,0
26599,Google Chrome He,S,macair,0.103525,1.070213,0
26610,com.apple.geod,S,macair,0.003812,0.179577,0
26814,Google Chrome He,S,macair,0.228946,1.350880,0
27060,awdd,Ss,root,0.004423,0.176525,0
27096,CommCenter,S,macair,0.013021,0.594902,0
27120,nsurlstoraged,S,macair,0.004864,0.153446,0
35559,gopls,S,macair,1.296667,13.186741,0
35673,Google Chrome He,S,macair,0.106925,1.287746,0
35675,Google Chrome He,S,macair,0.050298,1.088905,0
35676,Google Chrome He,S,macair,0.048096,1.237011,0
35680,Google Chrome He,S,macair,0.127902,1.353264,0
35681,Google Chrome He,S,macair,0.013814,0.898266,0
35687,Google Chrome He,S,macair,0.170329,1.183224,0
35712,com.apple.WebKit,Ss,macair,0.009726,0.438499,0
35713,com.apple.WebKit,Ss,macair,0.004115,0.444794,0
36095,Google Chrome He,S,macair,0.507835,2.101612,0
36103,Google Chrome He,S,macair,0.013043,0.908089,0
36104,Google Chrome He,S,macair,0.052179,0.999451,0
36122,sandboxd,Ss,root,0.109803,0.149632,0
36125,netbiosd,SNs,_netbios,0.004235,0.196075,20
36138,tccd,S,macair,0.017061,0.159168,0
36148,ContactsAccounts,S,macair,0.014949,0.406265,0
36151,distnoted,S,_spotlight,0.002146,0.018120,0
36177,cloudd,S,macair,0.040933,0.577831,0
36200,mdworker_shared,S,macair,0.059757,0.458145,0
36203,Keychain Circle ,S,macair,0.018098,0.698185,0
36204,secd,S,macair,0.070819,0.274754,0
36205,cdpd,S,macair,0.003937,0.202179,0
36206,ProtectedCloudKe,S,macair,0.006300,0.316620,0
36207,EscrowSecurityAl,S,macair,0.004725,0.617504,0
36208,CloudKeychainPro,S,macair,0.004725,0.124454,0
36210,akd,S,macair,0.017324,0.193596,0
36211,com.apple.sbd,S,macair,0.002362,0.111771,0
36212,adid,Ss,_fpsd,0.007087,0.138950,0
36213,cfprefsd,S,_locationd,0.000787,0.016117,0
36214,cfprefsd,S,_softwareupdate,0.000787,0.016117,0
36215,routined,S,macair,0.069346,0.771904,0
36216,secinitd,S,macair,0.007092,0.143814,0
36218,com.apple.Accoun,Ss,root,0.001576,0.102806,0
36219,followupd,S,macair,0.003152,0.212574,0
36220,coresymbolicatio,Ss,root,0.003940,0.101280,0
36221,analyticsd,Ss,_analyticsd,0.007092,0.181103,0
36224,soagent,S,macair,0.021309,0.678349,0
36226,WirelessRadioMan,Ss,root,0.003949,0.274563,0
36227,keybagd,Ss,root,0.001581,0.100040,0
36228,mdworker_shared,S,macair,0.044334,0.453949,0
36229,amfid,Ss,root,0.001587,0.121021,0
36230,ViewBridgeAuxili,S,macair,0.036736,0.230980,0
